Annual Income,Spending Score,Age,Customer Tenure,KMeans,Hierarchical,DBSCAN
3.7096479084621166,148.08817481483442,70,13.7,0,0,2
-44.97856243074661,-58.71926503418044,18,15.0,2,2,3
177.57542249008512,1.4433599735136653,18,1.0,3,1,1
-89.44904015272274,-3.3176718373384375,18,15.0,2,2,3
195.58419110787182,-55.59509915202432,18,1.0,3,1,1
129.09580772620512,-2.0380587020292467,18,1.0,3,1,1
7.061479418692706,162.35200008727793,70,7.7,0,0,2
179.01447503615287,12.86104728596463,18,1.0,3,1,1
-78.41508438090011,-18.096388064582527,18,15.0,2,2,3
162.0374489719342,-49.830426817739394,18,1.0,3,1,1
149.27322820789078,-27.42079834085601,18,1.0,3,1,1
-1.313304528160927,-30.062743018585607,18,15.0,2,2,3
139.60968582749825,91.6558658134939,18,15.0,1,3,0
161.19859434989766,-18.064412848320558,18,1.0,3,1,1
141.6917629215901,-11.363847017792835,18,1.0,3,1,1
79.10956591132604,101.84077177951855,18,15.0,1,3,0
184.95209870978823,-34.70158894047111,18,1.0,3,1,1
117.65463408613573,22.95122839927282,18,1.0,3,1,1
-41.88432391275872,-50.509837633789786,18,15.0,2,2,3
22.654578221461655,184.33504692721158,70,15.0,0,0,2
162.85882535868282,-20.540848506802263,18,1.0,3,1,1
-62.59240184108481,-37.17177359628727,18,15.0,2,2,3
182.88375355957686,-87.40363633233551,18,1.0,3,1,1
210.2506229838626,-30.051835746068278,18,1.0,3,1,1
211.55908734314787,-8.566845365036954,18,1.0,3,1,1
-24.781677642305027,-39.263077061730016,18,15.0,2,2,3
-40.575516812465665,-19.70592336987403,18,15.0,2,2,3
-35.370486731065895,12.26734213143012,18,15.0,2,2,3
7.1312906473246755,169.18160673751547,70,15.0,0,0,2
85.83128018389341,110.79823796214023,18,15.0,1,3,0
-34.055004864919866,-41.53153405956867,18,15.0,2,2,3
-91.21985458768458,-0.24675799114500307,18,15.0,2,2,3
-32.03166548022914,7.977474431942866,18,15.0,2,2,3
-63.61587798994525,-63.28199524662112,18,15.0,2,2,3
85.09117405714343,82.67561449468084,18,15.0,1,3,0
167.2143027514492,18.820265277109662,18,1.0,3,1,1
-32.82464074590776,-33.267521678143765,18,15.0,2,2,3
-8.635525124825804,141.29058281990766,70,13.2,0,0,2
49.736880069230054,126.40213801637552,18,15.0,1,3,0
70.35528658397475,123.03385314697482,70,13.6,0,0,2
146.16360266265423,-77.21171727630869,18,1.0,3,1,1
76.43401076075793,101.5977302230445,18,15.0,1,3,0
-30.26195257211647,-25.354213645113276,18,15.0,2,2,3
95.54198370741318,113.81565908277652,18,15.0,1,3,0
68.67827453637898,127.27283758845942,18,15.0,1,3,0
62.08475606053343,165.46110433567708,67,15.0,0,0,2
-39.946425811047774,-21.449436303642386,18,15.0,2,2,3
4.170929589112028,149.1398067538582,70,12.4,0,0,2
92.46770201775804,111.2593780038705,18,15.0,1,3,0
33.950608596094824,227.52060037016486,70,15.0,0,0,2
24.916175922361823,170.0897856797587,70,5.3,0,0,2
165.1296167747309,14.369441435056657,18,1.0,3,1,1
